"Signatura";"Cod.Estado";"Estado";"Cod. Categoria";"Categoria";"Nombre";"Cod. Provincia";"Provincia";"Cod. Municipio";"Municipio";"CP";"Direccion";"Cod. Tipo Via";"Tipo via";"Via";"Numero";"Email";"Web";"Cod. Modalidad";"Modalidad";"Núm. Parcelas";"Plazas Parcela";"Núm. Bungalows";"Plaza Bungalows";"Sup. Libre Acampada";"Plazas Libre Acampada";"Plazas";"Fecha Alta";"Fecha Baja";"Periodo";"Días Periodo";
"CV-ARP000003-A";"A";"ALTA";"AP";"A PERNOCTA";"PINET PLAYA CAMPARK LA MARINA";"03";"ALACANT";"065";"ELX/ELCHE";"03194";"PARTIDA LA MARINA, POLIGONO 0, 55-A";"PD";"PARTIDA";"LA MARINA, POLIGONO 0";"55-A"; ; ;"A";"AREA PERNOCTA";"66";"198"; ; ; ; ;"189";"10/02/2020"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00043 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"SOMBRA Y SOL";"03";"ALACANT";"065";"ELX/ELCHE";"03195";"CARRETERA CARTAGENA-LOS ARENALES DEL SOL (EL ALTET)";"CR";"CARRETERA";"CARTAGENA-LOS ARENALES DEL SOL (EL ALTET)"; ;"campingpalmmar@hotmail.com";"http://www.campingsombraysol.com"; ; ;"110";"330";"0";"0";"1228";"60";"390";"10/07/1981";"14/04/2008";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000122-A";"A";"ALTA";"2e";"DOS ESTRELLAS";"CAMPERALIA FINESTRAT";"03";"ALACANT";"069";"FINESTRAT";"03509";"CALLE BENIARRES, 6";"C";"CALLE";"BENIARRES";"6";"reservas@camperaliafinestrat.com";"https://www.camperaliafinestrat.com/";"C";"CAMPING";"86";"258";"0";"0";"0";"0";"258";"11/01/2023"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000097-A";"A";"ALTA";"1e";"UNA ESTRELLA";"PUIG CAMPANA";"03";"ALACANT";"069";"FINESTRAT";"03509";"PARTIDA TAPIADA MARRAIX, 57";"PD";"PARTIDA";"TAPIADA MARRAIX";"57";"campingpuigcampana@gmail.com";"http://campingpuigcampana.com";"C";"CAMPING";"43";"129";"0";"0";"1013";"26";"155";"28/05/2015"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-ARP000005-A";"A";"ALTA";"AP";"A PERNOCTA";"SUNBEACH CAMPARK";"03";"ALACANT";"069";"FINESTRAT";"03509";"CALLE 9 D'OCTUBRE, 48";"C";"CALLE";"9 D'OCTUBRE";"48";"finestratcamperlacala@gmail.com"; ;"A";"AREA PERNOCTA";"34"; ; ; ; ; ;"102";"21/04/2022"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-ARP000004-A";"B";"BAJA";"AP";"A PERNOCTA";"JOSBER FUEL";"03";"ALACANT";"074";"GRANJA DE ROCAMORA";"03348";"CAMINO ALBATERA, C/ RIO EBRO, 1";"CM";"CAMINO";"ALBATERA, C/ RIO EBRO";"1";"info@josberfuel.com"; ;"A";"AREA PERNOCTA";"20"; ; ; ; ; ;"60";"27/07/2021";"20/12/2021";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000077-A";"A";"ALTA";"5e";"CINCO ESTRELLAS";"ALANNIA GUARDAMAR";"03";"ALACANT";"076";"GUARDAMAR DEL SEGURA";"03140";"CARRETERA N-332,, KM. 73.4";"CR";"CARRETERA";"N-332,";"KM. 73.4";"reservas@alannia.com";"http://www.alanniaresorts.com";"C";"CAMPING";"213";"267";"124";"597";"0";"0";"864";"06/10/1997"; ;"SIEMPRE ABIERTO"; 
"CV C00046 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"MARE NOSTRUM";"03";"ALACANT";"076";"GUARDAMAR DEL SEGURA";"03140";"PARTIDA MONCAYO, 100";"PD";"PARTIDA";"MONCAYO";"100";"dymercury@hotmail.com"; ; ; ;"128";"384";"0";"0";"1388";"69";"453";"21/09/1971";"14/05/2007";"01/04 - 15/09";"De Lunes a Domingo"
"CV-CAM000051-A";"A";"ALTA";"3e";"TRES ESTRELLAS";"PALM-MAR";"03";"ALACANT";"076";"GUARDAMAR DEL SEGURA";"03140";"CARRETERA CARTAGENA - ALICANTE, KM.70,5";"CR";"CARRETERA";"CARTAGENA - ALICANTE";"KM.70,5";"admin@campingpalmmar.es";"http://www.campingpalmmar.com";"C";"CAMPING";"177";"531";"0";"0";"560";"28";"559";"10/09/1981"; ;"01/06 - 30/09";"De Lunes a Domingo"
"CV-CAM000065-A";"A";"ALTA";"3e";"TRES ESTRELLAS";"EL NARANJAL";"03";"ALACANT";"082";"XÀBIA/JÁVEA";"03730";"CAMINO ELS  MORERS - APDO CORREOS 55, 15";"CM";"CAMINO";"ELS  MORERS - APDO CORREOS 55";"15";"naranjal@teleline.es";"http://www.campingelnaranjal.com";"C";"CAMPING";"179";"339";"66";"290";"440";"21";"650";"03/12/1984"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000059-A";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"JAVEA";"03";"ALACANT";"082";"XÀBIA/JÁVEA";"03730";"CAMINO DE LA FONTANA - APDO. CORREOS 83, 2";"CM";"CAMINO";"DE LA FONTANA - APDO. CORREOS 83";"2";"info@camping-javea.com";"http://www.camping-javea.com";"C";"CAMPING";"212";"573";"21";"82";"0";"0";"655";"09/03/1981"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00074 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"MEDITERRANEO";"03";"ALACANT";"082";"XÀBIA/JÁVEA";"03730";"CARRETERA CTRA. MONTAQAR, S/N";"CR";"CARRETERA";"CTRA. MONTAQAR";"S/N"; ; ; ; ;"208";"624"; ; ; ; ;"624";"02/08/1995";"17/12/1997"; ; 
"CV C00067 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"MUCHAMIEL";"03";"ALACANT";"090";"MUTXAMEL";"03110";"CALLE VENTETA, 000";"C";"CALLE";"VENTETA";"000"; ; ; ; ;"105";"385"; ; ; ; ;"385";"28/09/1988";"08/01/1999";"01/07 - 31/08";"De Lunes a Domingo"
"CV-CAM000090-A";"A";"ALTA";"3e";"TRES ESTRELLAS";"CAMPER PARK SAN FULGENCIO";"03";"ALACANT";"118";"SAN FULGENCIO";"03177";"CALLE MAR CANTÁBRICO, 7";"C";"CALLE";"MAR CANTÁBRICO";"7";"sanfulpark@gmail.com";"camperparksanfulgencio.com";"C";"CAMPING";"60";"180";"0"; ; ; ;"180";"24/07/2012"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00105 A";"B";"BAJA";"1e";"UNA ESTRELLA";"MINI CAMPING OASIS";"03";"ALACANT";"118";"SAN FULGENCIO";"03177";"CALLE MAR ADRIATICO, PARCELA 1, MANZANA 3, 1";"C";"CALLE";"MAR ADRIATICO, PARCELA 1, MANZANA 3";"1"; ; ;"C";"CAMPING";"14";"42"; ; ; ; ;"42";"12/06/2017";"20/11/2020";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00091 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"MINICAMPING OASIS";"03";"ALACANT";"118";"SAN FULGENCIO";"03177";"CALLE MAR ADRIATICO, MANZANA 3, 1";"C";"CALLE";"MAR ADRIATICO, MANZANA 3";"1"; ; ;"C";"CAMPING";"14";"42"; ; ; ; ;"42";"05/09/2014";"29/01/2016";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00056 A";"B";"BAJA";"1";"PRIMERA CATEGORÍA";"CABALLO LOCO";"03";"ALACANT";"119";"SANT JOAN D'ALACANT"; ;"PDA. FABRAQUER, S.N"; ; ;"PDA. FABRAQUER";"S.N"; ; ; ; ; ; ; ; ;"1972"; ;"500";"10/12/1981";"01/07/1993"; ; 
"CV C00024 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"EL MOLINO";"03";"ALACANT";"119";"SANT JOAN D'ALACANT";"03550";"AVENIDA DE ELDA, 35";"AV";"AVENIDA";"DE ELDA";"35"; ; ; ; ;"72";"216"; ; ;"900";"45";"261";"27/10/1967";"28/01/2003"; ; 
"CV-CAM000004-A";"A";"ALTA";"3e";"TRES ESTRELLAS";"BAHIA DE SANTA POLA";"03";"ALACANT";"121";"SANTA POLA";"03130";"CARRETERA SANTA POLA - ELX, KM. 11";"CR";"CARRETERA";"SANTA POLA - ELX";"KM. 11";"info@campingbahiasantapola.com";"https://www.campingbahiasantapola.com";"C";"CAMPING";"457";"1338";"11";"49"; ; ;"1387";"04/06/1965"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00101 A";"B";"BAJA";"1e";"UNA ESTRELLA";"CAMPER AREA SANTA POLA";"03";"ALACANT";"121";"SANTA POLA";"03130";"CALLE ELECTRICISTA, POLIG. IND. 2, 14";"C";"CALLE";"ELECTRICISTA, POLIG. IND. 2";"14";"camperareasantapola@gmail.com"; ;"C";"CAMPING";"23";"69"; ; ; ; ;"9";"18/07/2016";"08/06/2017";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00062 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"ROCAS BLANCAS";"03";"ALACANT";"121";"SANTA POLA"; ;"CARRETERA NACIONAL 332, K08";"CR";"CARRETERA";"NACIONAL 332";"K08"; ; ; ; ;"75";"225"; ; ; ;"30";"255";"28/04/1986";"04/06/1998"; ; 
"CV-CAM000110-A";"A";"ALTA";"1e";"UNA ESTRELLA";"SANTA POLA";"03";"ALACANT";"121";"SANTA POLA";"03130";"CALLE LOS ELECTRICISTAS (POL.INDUSTRIAL 2), 14";"C";"CALLE";"LOS ELECTRICISTAS (POL.INDUSTRIAL 2)";"14";"camperareasantapola@gmail.com";"http://campingsantapolacaravanas.es";"C";"CAMPING";"23";"69";"0";"0";"0";"0";"69";"25/05/2018"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00033 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"BUENA VISTA";"03";"ALACANT";"128";"TEULADA"; ;"CARRETERA CALPE-MORAIRA, K00";"CR";"CARRETERA";"CALPE-MORAIRA";"K00"; ; ; ; ; ; ; ; ;"700"; ;"260";"10/09/1981";"04/11/1994";"01/04 - 30/09";"De Lunes a Domingo"
"CV C00011 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"LA COMETA";"03";"ALACANT";"128";"TEULADA";"03724";"CAMINO DEL CAMPAMENTO, 5";"CM";"CAMINO";"DEL CAMPAMENTO";"5"; ; ; ; ;"87";"261"; ; ;"538";"27";"288";"08/07/1984";"13/10/2003";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000029-A";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"MORAIRA";"03";"ALACANT";"128";"TEULADA";"03724";"CAMINO DEL PAELLERO, 50";"CM";"CAMINO";"DEL PAELLERO";"50";"campingmoraira@campingmoraira.com";"http://www.campingmoraira.com";"C";"CAMPING";"68";"180";"8";"43";"1135";"60";"283";"10/07/1981"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00115 A";"B";"BAJA";"1e";"UNA ESTRELLA";"CAMPING CASA DELMUNDO DE TIBI";"03";"ALACANT";"129";"TIBI";"03109";"PARTIDA TORROSELLAS, 47";"PD";"PARTIDA";"TORROSELLAS";"47";"finca@casadelmundo.nl";"http://www.casadelmundo.nl";"C";"CAMPING";"11";"12";"7";"26";"400"; ;"12";"15/07/2020";"01/04/2021";"01/04 - 30/11";"De Lunes a Domingo"
"CV-CAM000072-A";"A";"ALTA";"3e";"TRES ESTRELLAS";"FLORANTILLES";"03";"ALACANT";"133";"TORREVIEJA";"03186";"CARRETERA CV-95, 95, S.MIGUEL DE SALINAS-TORREVIEJA";"CR";"CARRETERA";"CV-95, 95, S.MIGUEL DE SALINAS-TORREVIEJA"; ;"camping@campingflorantilles.com";"http://www.campingflorantilles.com";"C";"CAMPING";"264";"501";"97";"388";"0";"0";"889";"21/01/1994"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00057 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"LA CAMPANA";"03";"ALACANT";"133";"TORREVIEJA";"03180";"CARRETERA TORREVIEJA-CARTAGENA, KM., 4,5";"CR";"CARRETERA";"TORREVIEJA-CARTAGENA, KM.";"4,5"; ; ; ; ;"150";"450";"0";"0";"1758";"87";"537";"02/12/1980";"11/11/2010";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00052 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"TORRE DEL MORO";"03";"ALACANT";"133";"TORREVIEJA";"03180";"CARRETERA TORRE DEL MORO, S/N";"CR";"CARRETERA";"TORRE DEL MORO";"S/N"; ; ; ; ;"90";"270"; ; ;"1260";"63";"333";"15/05/1975";"23/11/1995";"01/04 - 31/09";"De Lunes a Domingo"
"CV-CAM000071-A";"A";"ALTA";"3e";"TRES ESTRELLAS";"LA VALL";"03";"ALACANT";"134";"LA VALL D'ALCALÀ";"03788";"CAMINO D'ANDON, S.N";"CM";"CAMINO";"D'ANDON";"S.N";"reserves@camping-lavall.com";"http://www.camping-lavall.com";"C";"CAMPING";"59";"177";"0";"0";"0";"0";"177";"10/08/1993"; ;"01/04 - 15/10";"De Lunes a Domingo"
"CV-CAM000083-A";"A";"ALTA";"3e";"TRES ESTRELLAS";"VALL DE LAGUAR";"03";"ALACANT";"137";"LA VALL DE LAGUAR";"03791";"CALLE SANT ANTONI, 24";"C";"CALLE";"SANT ANTONI";"24";"info@campinglaguar.com";"http://www.campinglaguar.com";"C";"CAMPING";"67";"168";"11";"48";"683";"31";"247";"27/04/2006"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000100-A";"A";"ALTA";"3e";"TRES ESTRELLAS";"ALICANTE IMPERIUM";"03";"ALACANT";"139";"LA VILA JOIOSA/VILLAJOYOSA";"03570";"CARRETERA CV-759, KM 1 PARTIDA SECANET";"CR";"CARRETERA";"CV-759, KM 1 PARTIDA SECANET"; ;"ave@campingalicanteimperium.com";"https://www.campingalicanteimperium.com";"C";"CAMPING";"159";"435";"14";"54"; ; ;"489";"05/07/2016"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000093-A";"A";"ALTA";"3e";"TRES ESTRELLAS";"EL TORRES";"03";"ALACANT";"139";"LA VILA JOIOSA/VILLAJOYOSA";"03570";"PARTIDA EL TORRES NORTE, PLAYA EL TORRES";"PD";"PARTIDA";"EL TORRES NORTE, PLAYA EL TORRES"; ;"info@campingeltorres.com";"https://campingeltorres.com";"C";"CAMPING";"119";"324";"11";"66";"3946"; ;"390";"17/10/2014"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00041 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"HERCULES";"03";"ALACANT";"139";"LA VILA JOIOSA/VILLAJOYOSA";"03570";"CARRETERA NACIONAL 322, KM, 141";"CR";"CARRETERA";"NACIONAL 322, KM";"141"; ; ; ; ;"218";"654";"35";"105";"1373";"69";"828";"09/11/1970";"30/11/2006";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00032 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"LA CALA";"03";"ALACANT";"139";"LA VILA JOIOSA/VILLAJOYOSA";"03570";"CARRETERA NACIONAL 332-CALA FINESTRAT, KM. 143";"CR";"CARRETERA";"NACIONAL 332-CALA FINESTRAT";"KM. 143"; ; ; ; ;"217";"651";"54";"178";"0";"0";"829";"06/05/1964";"07/11/2001"; ; 
"CV C00078 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"PLAYA DEL TORRES";"03";"ALACANT";"139";"LA VILA JOIOSA/VILLAJOYOSA";"03570";"PARTIDA TORRES DEL NORTE, 11";"PD";"PARTIDA";"TORRES DEL NORTE";"11";"info@playadeltorres.com";"http://www.playadeltorres.com"; ; ;"117";"267";"28";"84";"0";"0";"351";"21/12/1999";"25/06/2007";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000006-A";"A";"ALTA";"2e";"DOS ESTRELLAS";"PLAYA PARAÍSO";"03";"ALACANT";"139";"LA VILA JOIOSA/VILLAJOYOSA";"03570";"CARRETERA N-332, KM. 136-PARTIDA EL PARAISO, 66";"CR";"CARRETERA";"N-332, KM. 136-PARTIDA EL PARAISO";"66";"info@campingplayaparaiso.com";"http://www.campingplayaparaiso.com/";"C";"CAMPING";"84";"234";"6";"24";"0";"0";"258";"13/07/1965"; ;"SIEMPRE ABIERTO"; 
"CV C00040 A";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"SERTORIUM";"03";"ALACANT";"139";"LA VILA JOIOSA/VILLAJOYOSA";"03570";"PLAYA DEL TORRES, 30";"PY";"PLAYA";"DEL TORRES";"30";"sertorium@ctv.es";"http://www.sertorium.es"; ; ;"379";"1137";"46";"138";"0";"0";"1275";"13/07/1970";"14/05/2007";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000111-A";"A";"ALTA";"1e";"UNA ESTRELLA";"NOMADING CAMP ALICANTE";"03";"ALACANT";"140";"VILLENA";"03400";"PARAJE CABEZO DE LA VIRGEN, 60 LAS VIRTUDES";"PE";"PARAJE";"CABEZO DE LA VIRGEN, 60 LAS VIRTUDES"; ;"alicante@nomadingcamp.com";"https://www.nomadingcamp.com/hotel-burbuja-alicante";"C";"CAMPING";"27";"33";"16";"32";"880";"18";"83";"24/05/2018"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000087-A";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"LO MONTE";"03";"ALACANT";"902";"PILAR DE LA HORADADA";"03191";"AVENIDA COMUNIDAD VALENCIANA, 157";"AV";"AVENIDA";"COMUNIDAD VALENCIANA";"157";"info@campinglomonte.com";"https://www.campinglomonte.com";"C";"CAMPING";"249";"621";"42";"168";"0";"0";"789";"01/06/2011"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000028-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"PLAYA TROPICANA";"12";"CASTELLÓ";"004";"ALCALÀ DE XIVERT / ALCOSSEBRE";"12579";"CAMINO DE L'ATALL - ALCOSSEBRE, S/N";"CM";"CAMINO";"DE L'ATALL - ALCOSSEBRE";"S/N";"info@playatropicana.com";"http://www.campingplayatropicana.com";"C";"CAMPING";"393";"930";"83";"518";"3350"; ;"1448";"19/09/1977"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00039CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"ALCOCEBRE";"12";"CASTELLÓ";"004";"ALCALÀ DE XIVERT / ALCOSSEBRE";"12579";"CALLE NA VIOLANT D'HONGRIA, 24";"C";"CALLE";"NA VIOLANT D'HONGRIA";"24"; ; ; ; ;"46";"138";"6";"30";"240";"12";"180";"01/05/1981";"28/02/2007";"01/07 - 31/08 y 01/07 - 21/07";"De Lunes a Domingo"
"CV-CAM000080-CS";"A";"ALTA";"1e";"UNA ESTRELLA";"LAS MORERAS AC";"12";"CASTELLÓ";"004";"ALCALÀ DE XIVERT / ALCOSSEBRE";"12579";"CARRETERA ALCOSSEBRE, 85";"CR";"CARRETERA";"ALCOSSEBRE";"85";"lasmorerasac@gmail.com"; ;"C";"CAMPING";"55";"165";"0"; ; ; ;"165";"11/08/2017"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000078-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"LOS OLIVOS CAMPING PARK";"12";"CASTELLÓ";"004";"ALCALÀ DE XIVERT / ALCOSSEBRE";"12570";"CAMINO CERVERA, SN";"CM";"CAMINO";"CERVERA";"SN";"gestion@aguipedra.es(administración)  info@losolivoscampingpark.es (turístico)";"www.losolivoscampingpark.es";"C";"CAMPING";"105";"282";"11";"49"; ; ;"331";"02/07/2015"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000056-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"RIBAMAR";"12";"CASTELLÓ";"004";"ALCALÀ DE XIVERT / ALCOSSEBRE";"12579";"PARTIDA RIBAMAR, A 2KM. CAMINO DE LAS FUENTES, S/N";"PD";"PARTIDA";"RIBAMAR, A 2KM. CAMINO DE LAS FUENTES";"S/N";"info@campingribamar.com";"http://www.campingribamar.com";"C";"CAMPING";"112";"213";"41";"164";"0";"0";"377";"27/03/1990"; ;"SIEMPRE ABIERTO"; 
"CV C00049CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"ALMENARA PLAYA";"12";"CASTELLÓ";"011";"ALMENARA";"12590";"CAMINO SERRATELLA, 6";"CM";"CAMINO";"SERRATELLA";"6"; ; ; ; ;"261";"783";"39";"117"; ; ;"900";"02/05/1988";"14/12/2005";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000044-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"CAMPING MUNICIPAL";"12";"CASTELLÓ";"012";"ALTURA";"12410";"PARQUE MUNICIPAL, S.N"; ; ;"PARQUE MUNICIPAL";"S.N";"camping@infoaltura.com"; ;"C";"CAMPING";"108";"324";"0";"0";"300";"12";"336";"15/07/1983"; ;"15/06 - 30/09 y 01/10 - 14/06";"De Lunes a Domingo (15/06 - 30/09) y Sólo Festivos y Fines de Semana (01/10 - 14/06)"
"CV-CAM000063-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"LOS CLOTICOS";"12";"CASTELLÓ";"022";"BEJÍS";"12430";"PARTIDA HUERTA MARTÍN, S/N, LOS CLOTICOS"; ; ;"PARTIDA HUERTA MARTÍN, S/N, LOS CLOTICOS"; ;"info@campingloscloticos.es";"http://www.campingloscloticos.es";"C";"CAMPING";"89";"231";"12";"57";"0";"0";"288";"05/10/1993"; ;"01/07 - 15/09"; 
"CV-CAM000026-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"ALEGRIA DEL MAR";"12";"CASTELLÓ";"027";"BENICARLÓ";"12580";"CARRETERA N-340, KM. 1046";"CR";"CARRETERA";"N-340";"KM. 1046";"info@campingalegria.com";"http://www.campingalegria.com";"C";"CAMPING";"49";"78";"23";"118";"609";"37";"233";"04/12/1975"; ;"SIEMPRE ABIERTO"; 
"CV C00017CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"EL TORDO Y EL OLIVO";"12";"CASTELLÓ";"027";"BENICARLÓ";"12580";"CARRETERA BENICARLO-PEÑISCOLA, K2";"CR";"CARRETERA";"BENICARLO-PEÑISCOLA";"K2"; ; ; ; ;"167";"501"; ; ;"483";"24";"525";"01/12/1967";"09/02/2001";"01/07 - 30/09";"De Lunes a Domingo"
"CV-CAM000051-CS";"A";"ALTA";"4e";"CUATRO ESTRELLAS";"AZAHAR";"12";"CASTELLÓ";"028";"BENICÀSSIM/BENICASIM";"12560";"PARTIDA VILLARROIG, S/N";"PD";"PARTIDA";"VILLARROIG";"S/N";"info@campingazahar.es";"http://www.campingazahar.es";"C";"CAMPING";"198";"658";"0"; ; ; ;"658";"20/06/1990"; ;"SIEMPRE ABIERTO"; 
"CV C00004CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"BENICASIM";"12";"CASTELLÓ";"028";"BENICÀSSIM/BENICASIM";"12560";"GRAN AVENIDA, 230"; ; ;"GRAN AVENIDA";"230";"hotelmi@hotmail.com"; ; ; ;"79";"237"; ; ;"544";"27";"264";"27/10/1967";"28/02/2007";"01/06 - 30/09";"De Lunes a Domingo"
"CV C00023CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"BENIMAR";"12";"CASTELLÓ";"028";"BENICÀSSIM/BENICASIM";"12560";"CAMINO DE LA RAYA, S.N"; ; ;"CAMINO DE LA RAYA";"S.N"; ; ; ; ; ; ; ; ;"2500"; ;"49";"01/02/1974";"16/06/1995";"15/06 - 30/09";"De Lunes a Domingo"
"CV-CAM000015-CS";"A";"ALTA";"5e";"CINCO ESTRELLAS";"BONTERRA";"12";"CASTELLÓ";"028";"BENICÀSSIM/BENICASIM";"12560";"AVENIDA BARCELONA, 47";"AV";"AVENIDA";"BARCELONA";"47";"info@bonterrapark.com";"http://www.bonterrapark.com";"C";"CAMPING";"380";"972";"56";"328";"0";"0";"1300";"27/04/1968"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00033CS";"B";"BAJA";"1";"PRIMERA CATEGORÍA";"CAPRICORNIO";"12";"CASTELLÓ";"028";"BENICÀSSIM/BENICASIM";"12560";"CALLE MOHINO, 003";"C";"CALLE";"MOHINO";"003"; ; ; ; ;"192";"576"; ; ;"1658";"72";"648";"16/09/1980";"18/04/2000"; ; 
"CV-CAM000019-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"FLORIDA";"12";"CASTELLÓ";"028";"BENICÀSSIM/BENICASIM";"12560";"CALLE SIGALERO, 34";"C";"CALLE";"SIGALERO";"34";"info@campingleflorida.com";"http://www.campingflorida.es";"C";"CAMPING";"71";"186";"9";"40";"825";"39";"265";"31/07/1967"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV-CAM000010-CS";"A";"ALTA";"3e";"TRES ESTRELLAS";"GRAN AVENIDA";"12";"CASTELLÓ";"028";"BENICÀSSIM/BENICASIM";"12560";"AVENIDA GRAN AVENIDA JAIME I, 267";"AV";"AVENIDA";"GRAN AVENIDA JAIME I";"267";"avenida@campingsbenciasim.com";"http://www.campingsbenicasim.com/es/campingavendia";"C";"CAMPING";"90";"255";"5";"19";"703";"43";"317";"02/11/1971"; ;"01/04 - 30/09";"De Lunes a Domingo"
"CV C00009CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"MONTEMAR";"12";"CASTELLÓ";"028";"BENICÀSSIM/BENICASIM";"12560";"CALLE SIGALERO, S/N";"C";"CALLE";"SIGALERO";"S/N"; ; ; ; ;"42";"126";"8";"32";"362";"18";"176";"18/03/1972";"08/08/2008";"15/05 - 15/09";"De Lunes a Domingo"
"CV-CAM000024-CS";"A";"ALTA";"4"; ;"TAURO";"12";"CASTELLÓ";"028";"BENICÀSSIM/BENICASIM";"12560";"AVENIDA GRAN AVENIDA, 295";"AV";"AVENIDA";"GRAN AVENIDA";"295";"info@campingtauro.com";"http://www.campingtauro.com";"C";"CAMPING";"131";"357";"12";"67";"0";"0";"424";"21/08/1974"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV C00001CS";"B";"BAJA";"2";"SEGUNDA CATEGORÍA";"EL ARENAL";"12";"CASTELLÓ";"032";"BORRIANA/BURRIANA";"12530";"PLAYA NORTE, S.N"; ; ;"PLAYA NORTE";"S.N"; ; ; ; ; ; ; ; ;"11500"; ;"240";"30/12/1969";"26/01/1999";"01/06 - 30/09";"De Lunes a Domingo"
"CV-CAM000066-CS";"A";"ALTA";"5e";"CINCO ESTRELLAS";"BRAVOPLAYA";"12";"CASTELLÓ";"033";"CABANES";"12595";"AVENIDA  L'ATALL, 44";"AV";"AVENIDA";"L'ATALL";"44";"camping@bravoplaya.com";"https://www.bravoplaya.com";"C";"CAMPING";"612";"1509";"109";"472"; ; ;"1981";"14/01/1997"; ;"SIEMPRE ABIERTO"; 
