cp;categoria;cod_categoria;cod_estado;cod_modalidad;cod_municipio;cod_provincia;direccion;email;estado;fecha_alta;modalidad;municipio;nombre;num_bungalos;num_parcelas;periodo;plaza_bungalos;plazas;plazas_libre_acampada;plazas_parcela;provincia;signatura;sup_libre_acampada;telefono;web
12560;TRES ESTRELLAS;3e;A;CAM;028;12;C SIGALERO 34;info@campingleflorida.com;ACTIVO;31/07/1967;CAMPING;BENICÀSSIM/BENICASIM;FLORIDA;9;71;[Anual];40;265;186;39;CASTELLÓN/CASTELLÓ;CV-CAM000019-CS;825;964 392 385;http://www.campingflorida.es
12570;TRES ESTRELLAS;3e;A;CAM;004;12;CM CERVERA SN;gestion@aguipedra.es(administración), info@losolivoscampingpark.es (turístico);ACTIVO;02/07/2015;CAMPING;ALCALÀ DE XIVERT;LOS OLIVOS CAMPING PARK;11;105;[Anual];49;331;282;0;CASTELLÓN/CASTELLÓ;CV-CAM000078-CS;0;647908597;www.losolivoscampingpark.es
12578;TRES ESTRELLAS;3e;A;CAM;044;12;PARTIDA PARETES S/N;hector@eheuropa.com;ACTIVO;22/06/2023;CAMPING;CERVERA DEL MAESTRE;CAMPING CIUDAD DEL CICLISMO;0;10;[Anual];0;36;30;6;CASTELLÓN/CASTELLÓ;CV-CAM000085-CS;148;669754282;
12579;CUATRO ESTRELLAS;4e;A;CAM;004;12;CM de l'atall - Alcossebre S/N;info@playatropicana.com;ACTIVO;19/09/1977;CAMPING;ALCALÀ DE XIVERT;PLAYA TROPICANA;83;393;[Anual];518;1448;930;0;CASTELLÓN/CASTELLÓ;CV-CAM000028-CS;3350;+ 34 964 41 24 63;http://www.campingplayatropicana.com
12579;CUATRO ESTRELLAS;4e;A;CAM;004;12;PD RIBAMAR, A 2km. CAMINO DE LAS FUENTES S/N;info@campingribamar.com;ACTIVO;27/03/1990;CAMPING;ALCALÀ DE XIVERT;RIBAMAR;41;112;[Anual];164;377;213;0;CASTELLÓN/CASTELLÓ;CV-CAM000056-CS;0;964761601;http://www.campingribamar.com
12579;UNA ESTRELLA;1e;A;CAM;004;12;CR ALCOSSEBRE 85;lasmorerasac@gmail.com;ACTIVO;11/08/2017;CAMPING;ALCALÀ DE XIVERT;LAS MORERAS AC;0;55;[Anual];0;165;165;0;CASTELLÓN/CASTELLÓ;CV-CAM000080-CS;0;657618636;
12580;CUATRO ESTRELLAS;4e;A;CAM;089;12;PD Villarroyos S/N;calidad.spanatura@gmail.com;ACTIVO;21/11/2002;CAMPING;PENÍSCOLA/PEÑÍSCOLA;SPA NATURA RESORT;63;0;[Anual];252;486;234;0;CASTELLÓN/CASTELLÓ;CV-CAM000072-CS;0;964 475 480;http://www.spanaturaresort.com
12580;TRES ESTRELLAS;3e;A;CAM;027;12;CR N-340 km. 1046;info@campingalegria.com;ACTIVO;04/12/1975;CAMPING;BENICARLÓ;ALEGRIA DEL MAR;23;49;[Anual];118;233;78;37;CASTELLÓN/CASTELLÓ;CV-CAM000026-CS;609;964470871;http://www.campingalegria.com
12589;TRES ESTRELLAS;3e;A;CAM;034;12;CM Peñíscola-Càlig s/n;info@campingorangeraie.com;ACTIVO;27/02/2012;CAMPING;CÀLIG;CAMPING ORANGERAIE;154;241;No especificado;692;1239;261;286;CASTELLÓN/CASTELLÓ;CV-CAM000076-CS;9512.34;(0034) 964 765 059;https://www.campingorangeraie.com
12592;TRES ESTRELLAS;3e;A;CAM;053;12;AV MARE NOSTRUM S.S;info@3estrellasmediterraneo.com;ACTIVO;22/04/1993;CAMPING;CHILCHES/XILXES;TRES ESTRELLAS MEDITERRANEO;66;188;[Anual];268;634;366;0;CASTELLÓN/CASTELLÓ;CV-CAM000058-CS;0;655950821;https://www.tresestrellascampings.com/mediterraneo-castellon-valencia/
12593;CUATRO ESTRELLAS;4e;A;CAM;077;12;CM Serratelles 95;info@campingmonmar.com;ACTIVO;05/02/2001;CAMPING;MONCOFA;CAMPING MONMAR;24;167;[Anual];95;524;429;0;CASTELLÓN/CASTELLÓ;CV-CAM000071-CS;0;964 58 85 92;http://www.campingmonmar.com
12593;CUATRO ESTRELLAS;4e;A;CAM;077;12;CR N-340, km. 4, Camí Cabres s/n;info@campinglosnaranjos.com;ACTIVO;05/07/1994;CAMPING;MONCOFA;LOS NARANJOS;49;202;[Anual];219;531;312;0;CASTELLÓN/CASTELLÓ;CV-CAM000064-CS;0;+34 964 58 03 37;https://www.campinglosnaranjos.com
12594;CUATRO ESTRELLAS;4e;A;CAM;085;12;AV Barcelona - Veredea de la Didota s/n;info@campingdidota.es;ACTIVO;01/06/1987;CAMPING;ORPESA/OROPESA DEL MAR;DIDOTA;21;133;No especificado;84;420;336;0;CASTELLÓN/CASTELLÓ;CV-CAM000048-CS;0;964319551;http://www.campingdidota.es
12594;CUATRO ESTRELLAS;4e;A;CAM;085;12;CAMINO L'ATALL S.N;oasis@camping-oropesa.com;ACTIVO;07/10/1991;CAMPING;ORPESA/OROPESA DEL MAR;OASIS;110;230;[Anual];436;796;360;0;CASTELLÓN/CASTELLÓ;CV-CAM000059-CS;0;678 70 03 58;http://www.camping-oropesa.com
12594;DOS ESTRELLAS;2e;A;CAM;085;12;PD AMPLARIES S.N;campingkivu@gmail.com;ACTIVO;25/04/1986;CAMPING;ORPESA/OROPESA DEL MAR;KIVU;10;96;[Anual];17;275;258;0;CASTELLÓN/CASTELLÓ;CV-CAM000045-CS;0;680426742;
12594;TRES ESTRELLAS;3e;A;CAM;085;12;ANTONIO BOSQUE S/N;campingvoramar@hotmail.com;ACTIVO;15/07/1983;CAMPING;ORPESA/OROPESA DEL MAR;VORAMAR;0;121;No especificado;0;363;363;0;CASTELLÓN/CASTELLÓ;CV-CAM000032-CS;0;964310206;http://www.campingvoramaroropesa.es
12595;CINCO ESTRELLAS;5e;A;CAM;033;12;AV  L'Atall 44;camping@bravoplaya.com;ACTIVO;14/01/1997;CAMPING;CABANES;BRAVOPLAYA;109;612;[Anual];472;1981;1509;0;CASTELLÓN/CASTELLÓ;CV-CAM000066-CS;0;+34 964 319 744;https://www.bravoplaya.com
12595;CUATRO ESTRELLAS;4e;A;CAM;033;12;AV Camí la L'Atall 19;info@campingtorrelasal.com;ACTIVO;22/11/2012;CAMPING;CABANES;CAMPING TORRE LA SAL;14;166;[Anual];61;517;456;0;CASTELLÓN/CASTELLÓ;CV-CAM000077-CS;0;+34 964 319 596;http://www.campingtorrelasal.com
12595;CUATRO ESTRELLAS;4e;A;CAM;033;12;CM L ATALL SN;campingmaria@hotmail.es;ACTIVO;11/11/2011;CAMPING;CABANES;CAMPING TORRE LA SAL MARIA;28;122;[Anual];93;375;282;0;CASTELLÓN/CASTELLÓ;CV-CAM000075-CS;0;964319719;http://www.torrelasalmaria.com
12596;TRES ESTRELLAS;3e;A;CAM;117;12;CR DEL MAR-PLAYA TORRENOSTRA S.N;campingtorrenostra@gmail.com;ACTIVO;15/07/1970;CAMPING;TORREBLANCA;TORRENOSTRA;6;311;[Anual];24;939;915;0;CASTELLÓN/CASTELLÓ;CV-CAM000014-CS;0;964425037;http://www.campingtorrenostra.com
12598;CUATRO ESTRELLAS;4e;A;CAM;089;12;CM ABELLERS S.N;campinglospinos@hotmail.com;ACTIVO;16/10/1989;CAMPING;PENÍSCOLA/PEÑÍSCOLA;LOS PINOS;28;105;[Anual];84;315;231;0;CASTELLÓN/CASTELLÓ;CV-CAM000046-CS;0;964480379;http://www.campinglospinos.com
12598;CUATRO ESTRELLAS;4e;A;CAM;089;12;CR CS-501 Benicarló-Peñíscola, Km. 6;juanvicent@camping-eden.com;ACTIVO;17/09/1990;CAMPING;PENÍSCOLA/PEÑÍSCOLA;EL EDEN;22;277;[Anual];132;897;765;0;CASTELLÓN/CASTELLÓ;CV-CAM000050-CS;0;669353073;https://www.camping-eden.com
12598;TRES ESTRELLAS;3e;A;CAM;089;12;AV estación 139;info@campingsoldor.com;ACTIVO;17/11/1980;CAMPING;PENÍSCOLA/PEÑÍSCOLA;SOL D'OR;50;197;[Anual];200;775;441;134;CASTELLÓN/CASTELLÓ;CV-CAM000037-CS;3138;964 480 653;http://www.campingsoldor.com
12598;TRES ESTRELLAS;3e;A;CAM;089;12;AV LA ESTACION 27;campingferrer@campingferrer.com;ACTIVO;25/09/1978;CAMPING;PENÍSCOLA/PEÑÍSCOLA;FERRER;12;77;No especificado;60;294;195;39;CASTELLÓN/CASTELLÓ;CV-CAM000029-CS;621;964489223;http://www.campingferrer.com/
12598;TRES ESTRELLAS;3e;A;CAM;089;12;AZAGADOR DE LA CRUZ S.N;info@campingelcid.com;ACTIVO;17/11/1980;CAMPING;PENÍSCOLA/PEÑÍSCOLA;EL CID;15;154;[Anual];60;477;417;0;CASTELLÓN/CASTELLÓ;CV-CAM000038-CS;1375;964480380;http://www.campingelcid.com
12598;TRES ESTRELLAS;3e;A;CAM;089;12;CARRETERA ESTACIÓN 200;info@campingpeniscola.com;ACTIVO;22/10/2025;CAMPING;PENÍSCOLA/PEÑÍSCOLA;CAMPING PEÑISCOLA;11;113;[Anual];0;306;306;0;CASTELLÓN/CASTELLÓ;CV-CAM000088-CS;0;964470871;www.campingpeniscola.com
12598;TRES ESTRELLAS;3e;A;CAM;089;12;CR PEÑÍSCOLA-BENICARLÓ km. 3,6;info@campinglavolta.com;ACTIVO;05/11/1976;CAMPING;PENÍSCOLA/PEÑÍSCOLA;LA VOLTA;0;118;[Anual];0;354;354;0;CASTELLÓN/CASTELLÓ;CV-CAM000027-CS;0;687650510;http://www.campinglavolta.com
12598;TRES ESTRELLAS;3e;A;CAM;089;12;CR PEÑÍSCOLA-BENICARLÓ km. 6,8;campingvizmar@hotmail.com;ACTIVO;03/06/1980;CAMPING;PENÍSCOLA/PEÑÍSCOLA;VIZMAR;4;139;[Anual];16;421;405;0;CASTELLÓN/CASTELLÓ;CV-CAM000031-CS;0;964473439;http://campingvizmar.com
12598;UNA ESTRELLA;1e;A;CAM;089;12;CR VIEJA PEÑISCOLA BENICARLÓ CV 140 POL. 5 PARC. 161;stopandgolarotonda@gmail.com;ACTIVO;23/03/2023;CAMPING;PENÍSCOLA/PEÑÍSCOLA;STOP AND GO LA ROTONDA DE PEÑÍSCOLA;0;18;[Anual];0;54;54;0;CASTELLÓN/CASTELLÓ;CV-CAM000083-CS;0;605308807;
12599;TRES ESTRELLAS;3e;A;CAM;093;12;CR POBLA BENIFASSÀ KM 5;angel@moliabad.com;ACTIVO;21/01/2003;CAMPING;POBLA DE BENIFASSÀ, LA;LA TINENÇA-MOLI L'ABAD;36;68;[Anual];83;189;96;10;CASTELLÓN/CASTELLÓ;CV-CAM000073-CS;880;977713418;http://www.moliabad.com
46012;TRES ESTRELLAS;3e;A;CAM;250;46;CR El Saler km. 13;contacto@devesagardens.com;ACTIVO;20/04/1977;CAMPING;VALÈNCIA;DEVESA GARDENS;56;144;[Anual];224;488;264;0;VALENCIA/VALÈNCIA;CV-CAM000026-V;0;+34 961 611 136;http://www.devesagardens.com
46012;TRES ESTRELLAS;3e;A;CAM;250;46;CR Nazaret-Oliva, Km 6,9. Ctra.del Riu, 486;info@collvertcamping.com;ACTIVO;01/07/1985;CAMPING;VALÈNCIA;COLL-VERT;25;140;No especificado;100;533;345;88;VALENCIA/VALÈNCIA;CV-CAM000035-V;2495;961830036;http://www.collvertcamping.com/
46021;TRES ESTRELLAS;3e;A;CAM;219;46;PD ELS CASALS S/N;info@CampingNatura.com;ACTIVO;20/04/1993;CAMPING;RUGAT;NATURA;37;95;[Anual];176;350;174;0;VALENCIA/VALÈNCIA;CV-CAM000042-V;0;962814166;http://www.campingnatura.com
46117;TRES ESTRELLAS;3e;A;CAM;070;46;C Universo s/n;valcampark@gmail.com;ACTIVO;05/09/2013;CAMPING;BÉTERA;VALENCIA CAMPER PARK;0;40;[Anual];0;120;120;0;VALENCIA/VALÈNCIA;CV-CAM000056-V;0;(+34) 960 718 095;http://www.valenciacamperpark.com
46118;TRES ESTRELLAS;3e;A;CAM;228;46;PUNTAR DE LES FORQUES;;ACTIVO;21/11/2024;CAMPING;SERRA;1RESPIRO;8;8;[Anual];32;32;0;0;VALENCIA/VALÈNCIA;CV-CAM000071-V;0;;
46135;DOS ESTRELLAS;2e;A;CAM;009;46;C Puig de Santa María 14;info@campingnomadic.com;ACTIVO;02/11/2020;CAMPING;ALBALAT DELS SORELLS;NOMADIC VALENCIA CAMPING CAR;0;33;[Anual];0;99;99;0;VALENCIA/VALÈNCIA;CV-CAM000063-V;0;684 477 729;https://www.comunitatvalenciana.com/
46165;DOS ESTRELLAS;2e;A;CAM;076;46;CAMINO DEL CEMENTERIO -PDA LA PALMERETA- 25;cturia_1@hotmail.com;ACTIVO;06/07/1995;CAMPING;BUGARRA;RIO TURIA;0;38;[Anual];0;114;114;0;VALENCIA/VALÈNCIA;CV-CAM000045-V;0;961660242;
46177;TRES ESTRELLAS;3e;A;CAM;247;46;PD LOS QUIÑONES S/N;;ACTIVO;17/11/1995;CAMPING;TUÉJAR;HECU CAMPING;26;180;[Anual];168;630;462;0;VALENCIA/VALÈNCIA;CV-CAM000046-V;0;961635042;
46310;DOS ESTRELLAS;2e;A;CAM;254;46;C Paso del Rey 2;info@slowlifecamping.com;ACTIVO;25/07/2007;CAMPING;VENTA DEL MORO;SLOW LIFE CAMPING VENTA DEL MORO;11;25;[Anual];44;86;42;0;VALENCIA/VALÈNCIA;CV-CAM000054-V;0;680 628 636;https://campingventadelmoro.com
46317;CUATRO ESTRELLAS;4e;A;CAM;259;46;CR Embalse de Contreras km 3;rural@kikopark.com;ACTIVO;17/01/2003;CAMPING;VILLARGORDO DEL CABRIEL;KIKO PARK RURAL;41;117;[Anual];197;425;228;0;VALENCIA/VALÈNCIA;CV-CAM000053-V;0;962 139 082;https://kikoparkrural.com
46400;CUATRO ESTRELLAS;4e;A;CAM;105;46;AV El Racó 25;info@santamartacamping.com;ACTIVO;29/01/1963;CAMPING;CULLERA;SANTA MARTA;34;160;[Anual];146;657;378;133;VALENCIA/VALÈNCIA;CV-CAM000003-V;3341;96 172 14 40;https://www.santamartacamping.com
46410;TRES ESTRELLAS;3e;A;CAM;235;46;PY SUECA- MARENY DE  BARRAQUETES;info@barraquetes.com;ACTIVO;25/06/1980;CAMPING;SUECA;LES BARRAQUETES;34;241;No especificado;136;930;621;173;VALENCIA/VALÈNCIA;CV-CAM000029-V;3757;961760723;http://www.barraquetes.com
46419;TRES ESTRELLAS;3e;A;CAM;235;46;CR del Saler (LES PALMERETES) km. 23;campingpalmeres@yahoo.es;ACTIVO;11/07/1988;CAMPING;SUECA;LAS PALMERAS;354;795;[Anual];1575;2898;1323;0;VALENCIA/VALÈNCIA;CV-CAM000037-V;0;961770861;http://www.campingpalmeras.com
46420;TRES ESTRELLAS;3e;A;CAM;235;46;CR NAZARET-OLIVA ( EL PERELLO) km. 21;;ACTIVO;22/12/1970;CAMPING;SUECA;SAN PASCUAL;61;150;[Anual];205;472;267;0;VALENCIA/VALÈNCIA;CV-CAM000019-V;0;961770273;
46500;TRES ESTRELLAS;3e;A;CAM;220;46;CM Malvarrosa - Carrer del Cigne S/N;camalva@live.com;ACTIVO;16/10/1989;CAMPING;SAGUNT/SAGUNTO;MALVARROSA DE CORINTO;92;154;[Anual];276;515;186;53;VALENCIA/VALÈNCIA;CV-CAM000039-V;1757;962 608 906;http://www.malvacorinto.com
46530;TRES ESTRELLAS;3e;A;CAM;205;46;CAMI RIU TURIA  -PLAYA DE PUÇOL- S.N;info@campingpuzol.com;ACTIVO;15/10/1981;CAMPING;PUÇOL;PUZOL;22;122;[Anual];88;388;300;0;VALENCIA/VALÈNCIA;CV-CAM000031-V;0;961421527;http://www.campingpuzol.com
46530;TRES ESTRELLAS;3e;A;CAM;205;46;PY DE PUÇOL, Carrer Riu Túria, 1,;info@campingvalencia.com;ACTIVO;11/09/1981;CAMPING;PUÇOL;VALENCIA;123;370;[Semana Santa];563;1304;741;0;VALENCIA/VALÈNCIA;CV-CAM000032-V;0;(+34) 961 46 58 06;https://www.campingvalencia.com
46590;CUATRO ESTRELLAS;4e;A;CAM;120;46;CR Estivella-Valencia, Camí del Pla S/N;info@sierra-calderona.com;ACTIVO;20/03/2002;CAMPING;ESTIVELLA;SIERRA CALDERONA CAMPING INTEGRAL;5;104;[Anual];20;384;297;67;VALENCIA/VALÈNCIA;CV-CAM000050-V;1784;96 213 65 89;https://www.sierra-calderona.com
46623;CUATRO ESTRELLAS;4e;A;CAM;144;46;PD LAS ROCHAS S/N;;ACTIVO;22/02/1994;CAMPING;JARAFUEL;LAS JARAS;4;87;[Anual];16;353;249;88;VALENCIA/VALÈNCIA;CV-CAM000043-V;3269;961899084;
46710;TRES ESTRELLAS;3e;A;CAM;113;46;CR PLAYA DAIMUS s/n;info@campinglaaventuraplaya.es;ACTIVO;17/09/1990;CAMPING;DAIMÚS;L' AVENTURA;2;139;[Anual];8;419;411;0;VALENCIA/VALÈNCIA;CV-CAM000040-V;0;962818330;www.campinglaaventuraplaya.es
46711;CUATRO ESTRELLAS;4e;A;CAM;168;46;AV DEL MAR, S/N. - PDA. DEL RACÓ S/N;camping@coelius.com;ACTIVO;01/06/1984;CAMPING;MIRAMAR;COELIUS;43;151;[Anual];154;478;324;0;VALENCIA/VALÈNCIA;CV-CAM000034-V;0;962819574;http://www.coelius.com
46715;UNA ESTRELLA;1e;A;CAM;037;46;C Metge Panella 1;kmzerocamperpark@gmail.com;ACTIVO;26/03/2015;CAMPING;ALQUERIA DE LA COMTESSA, L';CAMPER PARK KM ZERO;0;28;No especificado;0;84;84;0;VALENCIA/VALÈNCIA;CV-CAM000060-V;0;641442465;http://www.kmzerocamperpark.com
46728;TRES ESTRELLAS;3e;A;CAM;131;46;CAMI MERAVELLES COVA NEGRA, 127;info@campinglaescalada.com;ACTIVO;28/04/2023;CAMPING;GANDIA;LA ESCALADA;24;143;[Anual];100;457;357;0;VALENCIA/VALÈNCIA;CV-CAM000067-V;0;619101616;www.campinglaescaladagandia.com
46730;DOS ESTRELLAS;2e;A;CAM;143;46;PO 5. PARCELA 175, 176 Y 7004 S/N;xeracocampers@gmail.com;ACTIVO;22/07/2020;CAMPING;XERACO;XERACO CAMPERS;0;93;[Anual];0;279;279;0;VALENCIA/VALÈNCIA;CV-CAM000062-V;0;962 129 203;http://www.xeracocampers.com
46730;TRES ESTRELLAS;3e;A;CAM;131;46;AV del Grau 142;lalqueria@lalqueria.com;ACTIVO;22/05/1980;CAMPING;GANDIA;L'ALQUERIA;135;271;[Anual];469;1169;408;292;VALENCIA/VALÈNCIA;CV-CAM000027-V;6007;+34 96 284 04 70;https://www.lalqueria.com
46730;TRES ESTRELLAS;3e;A;CAM;131;46;PY Gandia-Cmno. Assagador de Morant S/N;info@campinglanaranja.com;ACTIVO;01/06/1983;CAMPING;GANDIA;LA NARANJA;7;62;No especificado;31;254;165;58;VALENCIA/VALÈNCIA;CV-CAM000033-V;1669;962841616;http://campinglanaranja.com
46758;TRES ESTRELLAS;3e;A;CAM;046;46;PD Falaguera pgo.4 pcla 294 s/n;info@campinglafalaguera.com;ACTIVO;08/05/2002;CAMPING;BARX;LA FALAGUERA;27;73;[Anual];114;244;138;0;VALENCIA/VALÈNCIA;CV-CAM000051-V;0;962807571;http://www.campinglafalaguera.com
46760;TRES ESTRELLAS;3e;A;CAM;238;46;C Del Garbí Sector 17;campingcarlafinca@gmail.com;ACTIVO;08/10/2014;CAMPING;TAVERNES DE LA VALLDIGNA;CAMPING CAR LA FINCA;0;45;[Anual];0;135;135;0;VALENCIA/VALÈNCIA;CV-CAM000058-V;0;640257292;campingcarlafinca.com
46770;TRES ESTRELLAS;3e;A;CAM;143;46;AV DE LA MOTA 24;info@campingsanvicente.com;ACTIVO;07/10/1964;CAMPING;XERACO;SAN VICENTE;17;76;[Anual];64;241;177;0;VALENCIA/VALÈNCIA;CV-CAM000006-V;0;+34 962 88 81 88;https://campingsanvicente.com
46780;CUATRO ESTRELLAS;4e;A;CAM;181;46;C Assagador de Carro 2;info@kikopark.com;ACTIVO;15/07/1965;CAMPING;OLIVA;KIKO PARK;3;179;[Anual];9;580;528;43;VALENCIA/VALÈNCIA;CV-CAM000009-V;1083;96 285 09 05;https://kikopark.com
46780;CUATRO ESTRELLAS;4e;A;CAM;181;46;CR N-332-Partida Aigua Morta km. 186;camping-ole@camping-ole.com;ACTIVO;03/07/1965;CAMPING;OLIVA;OLE;56;382;[Anual];200;1178;978;0;VALENCIA/VALÈNCIA;CV-CAM000008-V;0;962857517;http://www.camping-ole.com
46780;TRES ESTRELLAS;3e;A;CAM;181;46;CR N-332, Km. 209. Partida Aigua Morta;info@campingpepe.com;ACTIVO;28/09/1970;CAMPING;OLIVA;PEPE;74;213;[Anual];270;687;417;0;VALENCIA/VALÈNCIA;CV-CAM000018-V;0;962857519;http://www.campingpepe.com
46780;TRES ESTRELLAS;3e;A;CAM;181;46;PD Aigua Morta s/n;;ACTIVO;28/09/1970;CAMPING;OLIVA;BON DIA;0;35;[Verano];0;116;105;11;VALENCIA/VALÈNCIA;CV-CAM000017-V;270;962857500;
46780;TRES ESTRELLAS;3e;A;CAM;181;46;PD Devesa s/n;riomar@campingriomar.com;ACTIVO;03/10/1967;CAMPING;OLIVA;RIO MAR;12;89;[Anual];67;313;231;15;VALENCIA/VALÈNCIA;CV-CAM000012-V;204;962854097;http://www.campingriomar.com
46780;TRES ESTRELLAS;3e;A;CAM;181;46;PD Rapdells s/n;info@campingazul.com;ACTIVO;15/05/1989;CAMPING;OLIVA;AZUL;46;156;[Anual];224;554;330;0;VALENCIA/VALÈNCIA;CV-CAM000036-V;0;962854106;http://www.campingazul.com
46780;TRES ESTRELLAS;3e;A;CAM;181;46;PD Rapdells s/n;info@eurocamping-es.com;ACTIVO;27/09/1967;CAMPING;OLIVA;EUROCAMPING;23;320;[Anual];99;1027;891;37;VALENCIA/VALÈNCIA;CV-CAM000010-V;930;962854098;http://www.eurocamping-es.com
46780;UNA ESTRELLA;1e;A;CAM;181;46;AVDA . LLAURADORS, 20-26;administracion@kikopark.com;ACTIVO;25/09/2024;CAMPING;OLIVA;KIKO PARK 3;0;14;[Anual];0;42;42;0;VALENCIA/VALÈNCIA;CV-CAM000069-V;0;962850905;WWW.KIKOPARK.COM
46780;UNA ESTRELLA;1e;A;CAM;181;46;C/ ASSAGADOR DE CARRO, 2;ADMINISTRACION@KIKOPARK.COM;ACTIVO;27/05/2024;CAMPING;OLIVA;KIKOPARK II;0;10;[Anual];0;30;30;0;VALENCIA/VALÈNCIA;CV-CAM000068-V;0;654023374;www.kikopark.com
46780;UNA ESTRELLA;1e;A;CAM;181;46;C/ FIGUERA 16;administracion@kikopark.com;ACTIVO;30/09/2024;CAMPING;OLIVA;KIKOPARK 4;0;2;[Anual];0;6;6;0;VALENCIA/VALÈNCIA;CV-CAM000070-V;0;962850905;www.kikopark.com
46800;UNA ESTRELLA;1e;A;CAM;145;46;CM SANT ANTONI. POL 13-PARC 20-21 ABC S/N;info@residenciavacacionalxativa.es;ACTIVO;18/02/2022;CAMPING;XÀTIVA;RESIDENCIA VACACIONAL XATIVA;9;42;[Anual];36;135;99;0;VALENCIA/VALÈNCIA;CV-CAM000064-V;0;658428302;residenciavacacionalxativa.es
46810;CUATRO ESTRELLAS;4e;A;CAM;118;46;CR MOIXENT-NAVALON CV-589 km. 11,3;teularet@naturjove.es;ACTIVO;05/02/1998;CAMPING;ENGUERA;EL TEULARET;5;66;[Anual];20;203;183;0;VALENCIA/VALÈNCIA;CV-CAM000047-V;0;962217188;www.naturjove.es
46810;TRES ESTRELLAS;3e;A;CAM;118;46;PARAJE PISCINA MUNICIPAL S/N;;ACTIVO;08/02/2001;CAMPING;ENGUERA;LA PINADA;0;19;[Anual];0;62;57;5;VALENCIA/VALÈNCIA;CV-CAM000049-V;102;962224503;
46810;UNA ESTRELLA;1e;A;CAM;118;46;FINCA EL TEJARICO S/N;;ACTIVO;25/07/2007;CAMPING;ENGUERA;SIERRA NATURA;13;64;[Anual];27;234;153;54;VALENCIA/VALÈNCIA;CV-CAM000055-V;2368;962253026;
46811;TRES ESTRELLAS;3e;A;CAM;118;46;CR NAVALON, CASAS DE REQUENA Km 3;montes@loscarasoles.com;ACTIVO;14/01/2003;CAMPING;ENGUERA;LOS CARASOLES;51;111;[Anual];207;387;180;0;VALENCIA/VALÈNCIA;CV-CAM000052-V;0;962253044;http://www.loscarasoles.com
46820;TRES ESTRELLAS;3e;A;CAM;039;46;PARAJE DEL LAGO DE ANNA S/N;;ACTIVO;25/08/1998;CAMPING;ANNA;ALBUFERA DE ANNA;0;85;[Anual];0;255;255;0;VALENCIA/VALÈNCIA;CV-CAM000048-V;0;962210563;
46823;DOS ESTRELLAS;2e;A;CAM;179;46;UR PLAYAMONTE 2. POL 11. PARC 162-161-157 162;campingplayamonte@gmail.com;ACTIVO;08/07/2022;CAMPING;NAVARRÉS;PLAYAMONTE;0;34;[Anual];0;102;102;0;VALENCIA/VALÈNCIA;CV-CAM000066-V;0;667797931;http://www.campingplayamonte.com
46880;TRES ESTRELLAS;3e;A;CAM;072;46;CR BOCAIRENT-ALCOI km. 9;info@campingmariola.com;ACTIVO;11/04/1994;CAMPING;BOCAIRENT;MARIOLA;28;198;[Anual];112;737;510;115;VALENCIA/VALÈNCIA;CV-CAM000044-V;3421;962135160;http://www.campingmariola.com
46891;UNA ESTRELLA;1e;A;CAM;189;46;AV Riuet (Paraje Natural Font de Sis) S/N;info@fontdesis.es;ACTIVO;15/05/2015;CAMPING;PALOMAR, EL;FONT DE SIS;0;54;[Anual];0;162;162;0;VALENCIA/VALÈNCIA;CV-CAM000061-V;0;677579034;fontdesis.es
