"Signatura";"Cod. Estado";"Estado";"Cod. Categoria";"Categoría";"Nombre";"Cod. Provincia";"Provincia";"Cod. Municipio";"Municipio";"Comarca";"CP";"Dirección";"Cod. Tipo Via";"Tipo Via";"Via";"Número";"Email";"Web";"Cod. Grupo";"Grupo";"Cod. Modalidad";"Modalidad";"Habitaciones";"Plazas";"Cod. Cadena";"Cadena";"Fecha Alta";"Fecha Baja";"Periodo";"Días periodo";
"CV H00287 A";"A";"ALTA";"3";"3 ESTRELLAS";"LIMEHOME BENIDORM CALLE MAYOR";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE MAYOR, 16";"C";"CALLE";"MAYOR";"16";"pd_iberia@limehome.com";"http://www.limehome.com";"H";"HOTEL";"H";"HOTEL";"54";"110";"NCD";"NO PERTENECE A NINGUNA CADENA";"27/10/1962"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00823 A";"A";"ALTA";"2";"2 ESTRELLAS";"LOPE DE VEGA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"AVENIDA DR. SEVERO OCHOA., 9";"AV";"AVENIDA";"DR. SEVERO OCHOA.";"9";"complejovacacional@lopedevega.es";"http://lopedevega.es";"H";"HOTEL";"H";"HOTEL";"63";"124";"NCD";"NO PERTENECE A NINGUNA CADENA";"16/11/1971"; ;"15/06 - 15/09";"De Lunes a Domingo"
"CV H00237 A";"A";"ALTA";"4";"4 ESTRELLAS";"LOS ALAMOS";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"CALLE GERONA, 7";"C";"CALLE";"GERONA";"7";"reservas@losalamos.es";"http://www.losalamos.es";"H";"HOTEL";"H";"HOTEL";"131";"273";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/05/1962"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00580 A";"B";"BAJA";"3";"3 ESTRELLAS";"MADEIRA CENTRO";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03500";"CALLE ESPERANTO, S.N";"C";"CALLE";"ESPERANTO";"S.N"; ; ;"H";"HOTEL";"H";"HOTEL";"86";"166";"NCD";"NO PERTENECE A NINGUNA CADENA";"09/12/1967";"07/03/2000";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01256 A";"A";"ALTA";"4";"4 ESTRELLAS";"MADEIRA CENTRO";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"CALLE ESPERANTO, 1";"C";"CALLE";"ESPERANTO";"1";"hotel@madeiracentro.com";"http://www.madeiracentro.com";"H";"HOTEL";"H";"HOTEL";"249";"500";"NCD";"NO PERTENECE A NINGUNA CADENA";"05/12/2002"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00858 A";"A";"ALTA";"4";"4 ESTRELLAS";"MAGIC AQUA ROCK GARDENS";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"CALLE BONN, 6";"C";"CALLE";"BONN";"6";"reservas@hoteles-costablanca.com";"http://www.hoteles-costablanca.com";"H";"HOTEL";"H";"HOTEL";"253";"461";"HGC";"GRUPO MAGIC COSTABLANCA";"07/12/1972"; ;"01/02 - 01/12";"De Lunes a Domingo"
"CV H00816 A";"A";"ALTA";"3";"3 ESTRELLAS";"MAGIC CRISTAL PARK";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE RUZAFA, 14";"C";"CALLE";"RUZAFA";"14";"reservas@hoteles-costablanca.com";"http://www.hoteles-costablanca.com";"H";"HOTEL";"H";"HOTEL";"453";"863";"HGC";"GRUPO MAGIC COSTABLANCA";"14/09/1971"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00730 A";"A";"ALTA";"3";"3 ESTRELLAS";"MAGIC VILLA BENIDORM";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"CALLE GERONA, 44";"C";"CALLE";"GERONA";"44";"reservas@hoteles-costablanca.com";"http://www.hoteles-costablanca.com";"H";"HOTEL";"H";"HOTEL";"120";"228";"HGC";"GRUPO MAGIC COSTABLANCA";"18/01/1971"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00814 A";"B";"BAJA";"3";"3 ESTRELLAS";"MAGIC VILLA DEL MAR";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03502";"AVENIDA ARMADA ESPAÑOLA, 1";"AV";"AVENIDA";"ARMADA ESPAÑOLA";"1";"reservas@hoteles-costablanca.com";"http://www.hoteles-costablanca.com";"H";"HOTEL";"H";"HOTEL";"108";"216";"HGC";"GRUPO MAGIC COSTABLANCA";"14/10/1971";"30/01/2009";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00330 A";"A";"ALTA";"0";"PENSIÓN";"MAR BENIDORM";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE PINTOR LOZANO, 5";"C";"CALLE";"PINTOR LOZANO";"5"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"23";"47";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/09/1963"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00793 A";"B";"BAJA";"1";"1 ESTRELLA";"MARBELLA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE APOLO XI, 34";"C";"CALLE";"APOLO XI";"34";"HOTEL@MARBELLA.COM"; ;"H";"HOTEL";"H";"HOTEL";"20";"38";"NCD";"NO PERTENECE A NINGUNA CADENA";"22/06/1971";"30/04/2013";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00653 A";"A";"ALTA";"3";"3 ESTRELLAS";"MARCONI";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE SAN PEDRO, 28";"C";"CALLE";"SAN PEDRO";"28";"info@hotelmarconi.es"; ;"H";"HOTEL";"H";"HOTEL";"103";"197";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/04/1969"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00797 A";"A";"ALTA";"3";"3 ESTRELLAS";"MARENY BENIDORM";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE LA GARITA, 17";"C";"CALLE";"LA GARITA";"17";"reservas@marenysol.es";"http://www.marenysol.com";"H";"HOTEL";"H";"HOTEL";"66";"128";"MAS";"MARENY SOL HOTELS";"06/07/1971"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00675 A";"A";"ALTA";"4";"4 ESTRELLAS";"MARINA RESORT BENIDORM";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"CALLE CUENCA, 6";"C";"CALLE";"CUENCA";"6";"central@marinaresortbenidorm.com";"www.marinahotelbenidorm.com";"H";"HOTEL";"H";"HOTEL";"313";"628";"NCD";"NO PERTENECE A NINGUNA CADENA";"05/07/1969"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00475 A";"A";"ALTA";"2";"2 ESTRELLAS";"MAYNA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE RUZAFA, 25";"C";"CALLE";"RUZAFA";"25";"info@hotelmayna.es";"http://www.hotelmayna.es";"H";"HOTEL";"H";"HOTEL";"70";"128";"NCD";"NO PERTENECE A NINGUNA CADENA";"23/07/1965"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00366 A";"B";"BAJA";"1";"1 ESTRELLA";"MEDITERRANEO";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03500";"CALLE SAN PEDRO,14, 001";"C";"CALLE";"SAN PEDRO,14";"001"; ; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"18";"28";"NCD";"NO PERTENECE A NINGUNA CADENA";"29/07/1964";"22/04/1993";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01292 A";"A";"ALTA";"4";"4 ESTRELLAS";"MEDITERRANEO BENIDORM";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"AVENIDA DR. SEVERO OCHOA, 16";"AV";"AVENIDA";"DR. SEVERO OCHOA";"16";"reservas@mavitelhoteles.com";"http://mavitelhoteles.com";"H";"HOTEL";"H";"HOTEL";"170";"342";"NCD";"NO PERTENECE A NINGUNA CADENA";"08/04/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01273 A";"A";"ALTA";"4";"4 ESTRELLAS";"MELIA BENIDORM";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"AVENIDA DR. SEVERO OCHOA ESQ. C/ZAMORA.";"AV";"AVENIDA";"DR. SEVERO OCHOA ESQ. C/ZAMORA."; ;"melia.benidorm@melia.com";"http://www.melia.com";"H";"HOTEL";"H";"HOTEL";"524";"1052";"SOL";"MELIÁ HOTELS INTERNATIONAL";"08/05/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01353 A";"A";"ALTA";"4";"4 ESTRELLAS";"MELIA VILLAITANA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03502";"AVENIDA EDUARDO ZAPLANA HERNÁNDEZ SORO, 7";"AV";"AVENIDA";"EDUARDO ZAPLANA HERNÁNDEZ SORO";"7";"info@villaitana.com";"http://www.villaitana.com/";"H";"HOTEL";"H";"HOTEL";"356";"808";"SOL";"MELIÁ HOTELS INTERNATIONAL";"14/05/2008"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00796 A";"A";"ALTA";"3";"3 ESTRELLAS";"MELINA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"PLAZA PLAZA DE ESPAÑA, 1";"PL";"PLAZA";"PLAZA DE ESPAÑA";"1";"info@hotelmelina.com";"http://www.hotelmelina.com";"H";"HOTEL";"H";"HOTEL";"185";"364";"NCD";"NO PERTENECE A NINGUNA CADENA";"14/09/1971"; ;"16/03 - 16/11";"De Lunes a Domingo"
"CV H00791 A";"A";"ALTA";"4";"4 ESTRELLAS";"MERCURE BENIDORM";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03502";"AVENIDA PANAMÁ, 5";"AV";"AVENIDA";"PANAMÁ";"5";"hb618@accor.com";"mercure.accor.com/mercure/benidorm";"H";"HOTEL";"H";"HOTEL";"186";"372";"ACC";"ACCOR HOTELES ESPAÑA";"06/07/1971"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01276 A";"A";"ALTA";"3";"3 ESTRELLAS";"MILORD`S SUITES";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"PASEO DE LA CARRETERA, 52";"PA";"PASEO";"DE LA CARRETERA";"52";"info@milords.es";"http://www.milords.es/";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"28";"56";"NCD";"NO PERTENECE A NINGUNA CADENA";"27/06/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01632 A";"A";"ALTA";"1";"1 ESTRELLA";"MIRADOR I";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03502";"CALLE OVIEDO, 14";"C";"CALLE";"OVIEDO";"14";"reservas@apartamentosmirador.com";"http://www.apartamentosmirador.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"33";"72";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/08/2023"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00479 A";"B";"BAJA";"1";"1 ESTRELLA";"MISTRAL";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03500";"AVENIDA AVDA. DEL MEDITERRANEO, 29, 002";"AV";"AVENIDA";"AVDA. DEL MEDITERRANEO, 29";"002"; ; ;"H";"HOTEL";"H";"HOTEL";"36";"69";"NCD";"NO PERTENECE A NINGUNA CADENA";"06/09/1965";"04/09/1997";"01/04 - 31/10";"De Lunes a Domingo"
"CV H00711 A";"B";"BAJA";"1";"1 ESTRELLA";"MOLI";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE DEL MOLI, 5";"C";"CALLE";"DEL MOLI";"5"; ; ;"H";"HOTEL";"H";"HOTEL";"24";"43";"NCD";"NO PERTENECE A NINGUNA CADENA";"07/04/1970";"31/07/2008";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01562 A";"A";"ALTA"; ; ;"MOLI BEACH";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03502";"CALLE MOLI, 5";"C";"CALLE";"MOLI";"5";"escugran@gmail.com"; ;"HS";"HOSTAL"; ; ;"18";"33";"NCD";"NO PERTENECE A NINGUNA CADENA";"31/05/2021"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00844 A";"B";"BAJA";"3";"3 ESTRELLAS";"MONACO";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"AVENIDA ESCRITOR Y PERIODISTA EMILIO ROMERO, 11";"AV";"AVENIDA";"ESCRITOR Y PERIODISTA EMILIO ROMERO";"11"; ; ;"H";"HOTEL";"H";"HOTEL";"163";"314";"NCD";"NO PERTENECE A NINGUNA CADENA";"19/02/1973";"12/11/2007";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00654 A";"A";"ALTA";"3";"3 ESTRELLAS";"MONT PARK";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"CALLE MANILA, 5";"C";"CALLE";"MANILA";"5"; ; ;"H";"HOTEL";"H";"HOTEL";"147";"280";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/04/1969"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00527 A";"A";"ALTA";"3";"3 ESTRELLAS";"MONTEMAR";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE SAN PEDRO, 18";"C";"CALLE";"SAN PEDRO";"18";"info@hmontemar.com";"http://www.hmontemar.com";"H";"HOTEL";"H";"HOTEL";"115";"223";"NCD";"NO PERTENECE A NINGUNA CADENA";"19/06/1966"; ;"02/03 - 16/11";"De Lunes a Domingo"
"CV H00345 A";"B";"BAJA";"2";"2 ESTRELLAS";"MONTESOL";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03500";"CALLE ARCO IRIS, 4";"C";"CALLE";"ARCO IRIS";"4"; ; ;"H";"HOTEL";"H";"HOTEL";"50";"100";"NCD";"NO PERTENECE A NINGUNA CADENA";"09/09/1965";"07/03/2000";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00617 A";"A";"ALTA";"3";"3 ESTRELLAS";"MONTESOL";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"AVENIDA LOS ALMENDROS, 19";"AV";"AVENIDA";"LOS ALMENDROS";"19"; ; ;"H";"HOTEL";"H";"HOTEL";"88";"176";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/10/1969"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01593 A";"A";"ALTA";"3";"3 ESTRELLAS";"N.R. MIRADOR DEL CASTILLO";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE QUATRE CANTONS, 20";"C";"CALLE";"QUATRE CANTONS";"20";"info@nrmiradordelcastillo.com";"http://www.nrmiradordelcastillo.com";"H";"HOTEL";"H";"HOTEL";"32";"60";"NCD";"NO PERTENECE A NINGUNA CADENA";"07/06/2022"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00602 A";"B";"BAJA";"1";"1 ESTRELLA";"NACIONAL";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE VERANO, 9";"C";"CALLE";"VERANO";"9"; ;"http://www.nacho@jet.es";"H";"HOTEL";"H";"HOTEL";"40";"73";"NCD";"NO PERTENECE A NINGUNA CADENA";"01/04/1968";"07/02/2005";"01/04 - 31/10";"De Lunes a Domingo"
"CV H00655 A";"A";"ALTA";"3";"3 ESTRELLAS";"NADAL";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"AVENIDA MADRID, 45";"AV";"AVENIDA";"MADRID";"45";"hotelnadal@terra.es";"http://www.hotelnadalbenidorm.com";"H";"HOTEL";"H";"HOTEL";"36";"72";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/04/1969"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00746 A";"A";"ALTA";"4";"4 ESTRELLAS";"NEREO";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"AVENIDA AMETLLA DE MAR, 12";"AV";"AVENIDA";"AMETLLA DE MAR";"12";"nereo@servigroup.es";"www.servigroup.com";"H";"HOTEL";"H";"HOTEL";"200";"382";"SER";"HOTELES SERVIGROUP";"14/12/1970"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01729 A";"A";"ALTA";"3";"3 ESTRELLAS";"NOMAD HOTEL BENIDORM";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03502";"CALLE ERMITA, 3";"C";"CALLE";"ERMITA";"3";"hola@nomadhotelcollection.com";"http://nomadhotelcollection.com";"H";"HOTEL";"H";"HOTEL";"22";"52";"NCD";"NO PERTENECE A NINGUNA CADENA";"08/07/2025"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01144 A";"A";"ALTA";"3";"3 ESTRELLAS";"OASIS PLAZA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"PLAZA DE ESPAÑA, 7";"PL";"PLAZA";"DE ESPAÑA";"7";"oasisplaza@accesosis.es"; ;"H";"HOTEL";"H";"HOTEL";"113";"220";"NCD";"NO PERTENECE A NINGUNA CADENA";"28/07/1995"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01190 A";"A";"ALTA";"4";"4 ESTRELLAS";"OLYMPUS";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03502";"CALLE ACACIAS, 11";"C";"CALLE";"ACACIAS";"11";"olympus@medinahoteles.com";"http://www.medinahoteles.com";"H";"HOTEL";"H";"HOTEL";"148";"300";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/04/1999"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00783 A";"A";"ALTA";"3";"3 ESTRELLAS";"ORANGE";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"CALLE MALLORCA, 11";"C";"CALLE";"MALLORCA";"11";"orange@servigroup.es";"servigroup.com";"H";"HOTEL";"H";"HOTEL";"264";"506";"SER";"HOTELES SERVIGROUP";"15/05/1971"; ;"01/04 - 20/11";"De Lunes a Domingo"
"CV H01142 A";"B";"BAJA";"2";"2 ESTRELLAS";"PALASIET";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"PARTIDA PALASIET, 31";"PD";"PARTIDA";"PALASIET";"31";"info@hoteleuropeo.es";"www.hoteleuropeo.es";"H";"HOTEL";"H";"HOTEL";"16";"32";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/06/1995";"01/02/2021";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01266 A";"A";"ALTA";"1";"1 ESTRELLA";"PALM COURT";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"CALLE MALLORCA, 16";"C";"CALLE";"MALLORCA";"16"; ; ;"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"45";"90";"NCD";"NO PERTENECE A NINGUNA CADENA";"25/02/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00536 A";"B";"BAJA";"2";"2 ESTRELLAS";"PALMA, LA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03500";"CALLE LA PALMA, 23";"C";"CALLE";"LA PALMA";"23"; ; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"10";"20";"NCD";"NO PERTENECE A NINGUNA CADENA";"15/10/1966";"01/02/1993";"01/04 - 31/10";"De Lunes a Domingo"
"CV H00548 A";"A";"ALTA";"0";"PENSIÓN";"PARDO";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE LIMONES, 14";"C";"CALLE";"LIMONES";"14"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"20";"40";"NCD";"NO PERTENECE A NINGUNA CADENA";"26/08/1966"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00718 A";"A";"ALTA";"3";"3 ESTRELLAS";"PERLA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"CALLE LEPANTO, 18";"C";"CALLE";"LEPANTO";"18";"info@hotelperlabenidorm.com";"http://www.hotelperlabenidorm.com";"H";"HOTEL";"H";"HOTEL";"112";"219";"NCD";"NO PERTENECE A NINGUNA CADENA";"14/10/1970"; ;"01/04 - 31/10";"De Lunes a Domingo"
"CV H00926 A";"A";"ALTA";"4";"4 ESTRELLAS";"PORT BENIDORM";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"CALLE ESTOCOLMO, 4";"C";"CALLE";"ESTOCOLMO";"4";"info@onasol.es";"http://www.onasol.es";"H";"HOTEL";"H";"HOTEL";"270";"540";"POR";"PORT HOTELS";"22/09/1975"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00569 A";"A";"ALTA";"3";"3 ESTRELLAS";"PORT FIESTA PARK";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03502";"CALLE FOIETES, 4";"C";"CALLE";"FOIETES";"4";"fiestapark@porthotels.es"; ;"H";"HOTEL";"H";"HOTEL";"374";"855";"POR";"PORT HOTELS";"26/04/1967"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00731 A";"A";"ALTA";"3";"3 ESTRELLAS";"PORT VISTA ORO";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE RUZAFA, 39";"C";"CALLE";"RUZAFA";"39";"vistaoro@porthotels.es";"http://www.porthotels.es";"H";"HOTEL";"H";"HOTEL";"90";"180";"POR";"PORT HOTELS";"28/01/1971"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00910 A";"A";"ALTA";"3";"3 ESTRELLAS";"POSEIDON";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"CALLE ESPERANTO, 9";"C";"CALLE";"ESPERANTO";"9";"reservas@hotelesposeidon.com";"http://www.hotelesposeidon.com";"H";"HOTEL";"H";"HOTEL";"246";"468";"POS";"HOTELES POSEIDÓN";"14/10/1974"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01102 A";"A";"ALTA";"3";"3 ESTRELLAS";"POSEIDÓN PALACE";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"EMILIO ORTUÑO, 26"; ; ;"EMILIO ORTUÑO";"26";"reservas@hotelesposeidon.com";"http://www.hotelesposeidon.com";"H";"HOTEL";"H";"HOTEL";"221";"440";"POS";"HOTELES POSEIDÓN";"27/03/1992"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00801 A";"A";"ALTA";"3";"3 ESTRELLAS";"POSEIDÓN PLAYA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03502";"CALLE RACHAVEL, 1";"C";"CALLE";"RACHAVEL";"1";"reservas@hotelesposeidon.com";"http://www.hotelesposeidon.com";"H";"HOTEL";"H";"HOTEL";"312";"594";"POS";"HOTELES POSEIDÓN";"08/07/1971"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01542 A";"A";"ALTA";"1";"1 ESTRELLA";"POSIDONIA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03500";"CALLE TOMÀS ORTUÑO, 30";"C";"CALLE";"TOMÀS ORTUÑO";"30";"reservas@gbhotels.es";"https://alojamientostop.com.es/apartamentos-posidonia";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"7";"14";"NCD";"NO PERTENECE A NINGUNA CADENA";"03/08/2020"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00817 A";"A";"ALTA";"4";"4 ESTRELLAS";"PRESIDENTE";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"AVENIDA AVDA.FILIPINAS, 10";"AV";"AVENIDA";"AVDA.FILIPINAS";"10";"presidente@hotelesbenidorm.com";"http://www.hotelesbenidorm.com";"H";"HOTEL";"H";"HOTEL";"319";"646";"HBE";"HOTELES BENIDORM";"20/09/1971"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00774 A";"A";"ALTA";"2";"2 ESTRELLAS";"PRIMAVERA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE GARDENIAS, 12";"C";"CALLE";"GARDENIAS";"12";"reserva@hotelprimavera.es";"https://www.hotelprimavera.es/";"H";"HOTEL";"H";"HOTEL";"41";"78";"NCD";"NO PERTENECE A NINGUNA CADENA";"21/11/1971"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01357 A";"A";"ALTA";"4";"4 ESTRELLAS";"PRIMAVERA PARK";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE VERANO, 15";"C";"CALLE";"VERANO";"15"; ; ;"H";"HOTEL";"H";"HOTEL";"203";"406";"NCD";"NO PERTENECE A NINGUNA CADENA";"31/07/2008"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00778 A";"B";"BAJA";"1";"1 ESTRELLA";"PRIMO, EL";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03500";"CALLE ANTONIO RAMOS CARRATALA, 000";"C";"CALLE";"ANTONIO RAMOS CARRATALA";"000"; ; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"29";"46";"NCD";"NO PERTENECE A NINGUNA CADENA";"15/05/1971";"06/05/1993";"01/04 - 30/09";"De Lunes a Domingo"
"CV H00726 A";"A";"ALTA";"3";"3 ESTRELLAS";"PRINCE PARK";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE PRIMAVERA, 3";"C";"CALLE";"PRIMAVERA";"3";"reservas@princepark.com";"http://www.princepark.com";"H";"HOTEL";"H";"HOTEL";"165";"330";"NCD";"NO PERTENECE A NINGUNA CADENA";"10/06/1970"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00815 A";"A";"ALTA";"2";"2 ESTRELLAS";"QUEEN'S";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"PLAZA CONSTITUCION, 5";"PL";"PLAZA";"CONSTITUCION";"5";"booking@mcalojamientos.com";"http://www.mcalojamientos.com/hotel-queens";"H";"HOTEL";"H";"HOTEL";"36";"70";"NCD";"NO PERTENECE A NINGUNA CADENA";"14/09/1971"; ;"01/01 - 31/12";"De Lunes a Domingo"
"CV H00790 A";"B";"BAJA";"3";"3 ESTRELLAS";"RAMBLA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03502";"AVENIDA FOIETES, 2";"AV";"AVENIDA";"FOIETES";"2";"administracion@hotelramblabenidorm.es"; ;"H";"HOTEL";"H";"HOTEL";"140";"292";"NCD";"NO PERTENECE A NINGUNA CADENA";"07/06/1971";"22/09/2025";"SIEMPRE ABIERTO";"De Lunes a Domingo"
