Puntos turísticos;Viajeros y pernoctaciones;Residencia;Periodo;Total
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2019M11;16.062
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2019M10;21.722
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2019M09;17.668
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2019M08;29.722
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2019M07;25.967
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2019M06;22.073
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2019M05;26.563
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2019M04;43.831
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2019M03;28.115
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2019M02;25.666
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2019M01;23.141
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2018M12;27.461
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2018M11;35.420
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2018M10;39.786
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2018M09;30.498
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2018M08;44.482
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2018M07;51.704
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2018M06;28.112
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2018M05;30.313
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2018M04;40.021
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2018M03;33.972
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2018M02;25.779
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2018M01;24.679
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2017M12;23.416
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2017M11;32.516
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2017M10;36.810
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2017M09;32.648
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2017M08;48.354
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2017M07;39.200
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2017M06;28.470
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2017M05;28.140
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2017M04;24.543
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2017M03;27.447
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2017M02;19.537
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2017M01;16.568
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2016M12;15.034
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2016M11;21.286
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2016M10;27.463
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2016M09;23.772
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2016M08;22.308
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2016M07;18.114
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2016M06;13.152
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2016M05;13.240
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2016M04;13.598
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2016M03;10.162
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2016M02;11.170
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2016M01;10.227
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2015M12;7.752
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2015M11;9.473
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2015M10;16.238
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2015M09;13.732
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2015M08;6.969
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2015M07;11.549
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2015M06;10.256
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2015M05;10.094
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2015M04;8.762
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2015M03;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2015M02;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2015M01;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2014M12;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2014M11;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2014M10;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2014M09;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2014M08;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2014M07;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2014M06;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2014M05;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2014M04;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2014M03;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2014M02;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2014M01;.
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2013M12;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2013M11;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2013M10;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2013M09;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2013M08;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2013M07;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2013M06;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2013M05;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2013M04;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2013M03;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2013M02;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2013M01;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2012M12;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2012M11;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2012M10;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2012M09;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2012M08;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2012M07;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2012M06;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2012M05;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2012M04;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2012M03;3.801
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2012M02;4.031
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2012M01;3.834
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2011M12;2.552
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2011M11;4.025
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2011M10;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2011M09;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2011M08;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2011M07;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2011M06;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2011M05;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2011M04;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2011M03;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2011M02;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2011M01;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2010M12;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2010M11;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2010M10;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2010M09;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2010M08;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2010M07;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2010M06;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2010M05;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2010M04;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2010M03;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2010M02;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2010M01;""
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2009M12;..
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2009M11;2.093
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2009M10;2.134
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2009M09;2.468
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2009M08;13.553
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2009M07;3.732
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2009M06;2.068
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2009M05;1.397
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2009M04;1.288
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2009M03;2.474
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2009M02;2.280
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2009M01;1.851
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2008M12;1.828
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2008M11;1.898
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2008M10;2.922
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2008M09;2.889
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2008M08;20.478
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2008M07;3.545
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2008M06;5.209
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2008M05;2.582
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2008M04;2.630
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2008M03;2.201
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2008M02;2.771
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2008M01;1.741
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2007M12;1.437
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2007M11;2.120
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2007M10;3.343
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2007M09;3.293
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2007M08;20.920
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2007M07;5.911
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2007M06;2.944
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2007M05;2.565
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2007M04;2.266
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2007M03;3.169
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2007M02;2.428
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2007M01;1.276
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2006M12;107
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2006M11;164
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2006M10;601
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2006M09;794
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2006M08;3.817
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2006M07;4.050
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2006M06;1.562
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2006M05;1.175
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2006M04;333
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2006M03;976
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2006M02;3.546
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2006M01;428
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2005M12;573
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2005M11;0
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2005M10;1.110
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2005M09;2.004
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2005M08;10.937
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2005M07;9.693
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2005M06;1.113
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2005M05;1.269
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2005M04;0
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2005M03;0
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2005M02;199
03133 Torrevieja;Pernoctaciones;Residentes en el Extranjero;2005M01;86
